PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,AIRLINE_ID,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
2000,0,0,775,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2000,0,0,472,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2003,0,0,1083,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51,2017,2,6,3,F
2006,0,0,916,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14689,1468902,34689,SBA,"Santa Barbara, CA",CA,6,California,91,2017,2,6,2,F
2012,0,0,300,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,14457,1445702,34457,RAP,"Rapid City, SD",SD,46,South Dakota,67,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2027,0,0,1199,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
2033,0,0,964,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13264,1326403,33264,MFR,"Medford, OR",OR,41,Oregon,92,2017,2,6,2,F
2037,0,0,349,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2077,0,0,359,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10279,1027903,30279,AMA,"Amarillo, TX",TX,48,Texas,74,2017,2,6,1,F
2102,0,0,455,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10620,1062002,30620,BIL,"Billings, MT",MT,30,Montana,84,2017,2,6,1,F
2113,0,0,455,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,10620,1062002,30620,BIL,"Billings, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2116,0,0,230,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11122,1112203,31122,CPR,"Casper, WY",WY,56,Wyoming,88,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2122,0,0,250,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11413,1141304,30285,DRO,"Durango, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2129,0,0,770,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2137,0,0,916,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,14689,1468902,34689,SBA,"Santa Barbara, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2138,0,0,313,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11865,1186502,31865,GCC,"Gillette, WY",WY,56,Wyoming,88,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2149,0,0,604,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13433,1343302,33304,MOT,"Minot, ND",ND,38,North Dakota,66,2017,2,6,2,F
2150,31,0,916,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,14689,1468902,34689,SBA,"Santa Barbara, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2161,0,0,604,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,13433,1343302,33304,MOT,"Minot, ND",ND,38,North Dakota,66,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2163,0,0,1014,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,2017,2,6,3,F
2178,0,0,533,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2180,0,0,1069,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
2188,0,0,809,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,2017,2,6,2,F
2198,0,0,911,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2017,2,6,2,F
2200,0,0,576,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12389,1238902,32389,ISN,"Williston, ND",ND,38,North Dakota,66,2017,2,6,2,F
2202,0,0,472,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,2017,2,6,1,F
2209,0,0,977,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2212,0,0,637,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14783,1478302,34783,SGF,"Springfield, MO",MO,29,Missouri,64,2017,2,6,2,F
2215,0,0,313,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11865,1186502,31865,GCC,"Gillette, WY",WY,56,Wyoming,88,2017,2,6,1,F
2218,0,0,359,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,10279,1027903,30279,AMA,"Amarillo, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2229,0,0,1085,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11267,1126702,31267,DAY,"Dayton, OH",OH,39,Ohio,44,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
2240,0,0,809,EV,20366,20366,6085,D,EV,ExpressJet Airlines Inc.,3,3,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,2017,2,6,2,F
2245,0,0,1013,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,10372,1037203,30372,ASE,"Aspen, CO",CO,8,Colorado,82,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2017,2,6,3,F
2255,0,0,423,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,13029,1302902,33029,LNK,"Lincoln, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2258,0,0,456,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12896,1289605,32896,LBB,"Lubbock, TX",TX,48,Texas,74,2017,2,6,1,F
2259,0,0,456,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,12896,1289605,32896,LBB,"Lubbock, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2264,0,0,1162,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15412,1541203,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,2017,2,6,3,F
2296,0,0,250,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11413,1141304,30285,DRO,"Durango, CO",CO,8,Colorado,82,2017,2,6,1,F
2296,0,0,541,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2017,2,6,2,F
2323,0,0,230,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11122,1112203,31122,CPR,"Casper, WY",WY,56,Wyoming,88,2017,2,6,1,F
2325,0,0,845,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,10561,1056103,30561,BFL,"Bakersfield, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2327,0,0,679,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13486,1348602,33486,MSO,"Missoula, MT",MT,30,Montana,84,2017,2,6,2,F
2343,0,0,679,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13486,1348602,33486,MSO,"Missoula, MT",MT,30,Montana,84,2017,2,6,2,F
2353,0,0,589,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11423,1142304,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2358,0,0,420,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,12278,1227803,30928,ICT,"Wichita, KS",KS,20,Kansas,62,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2362,0,0,627,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11637,1163703,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2369,0,0,1015,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
2374,0,0,576,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,12389,1238902,32389,ISN,"Williston, ND",ND,38,North Dakota,66,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2380,1,1293,1069,DL,19790,19790,1260,D,DL,Delta Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2017,2,6,3,F
2391,0,0,911,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,2017,2,6,2,F
2397,0,0,852,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14252,1425202,34252,PSC,"Pasco/Kennewick/Richland, WA",WA,53,Washington,93,2017,2,6,2,F
2401,0,0,1162,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,15412,1541203,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
2414,0,0,679,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,13486,1348602,33486,MSO,"Missoula, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2452,0,0,300,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,14457,1445702,34457,RAP,"Rapid City, SD",SD,46,South Dakota,67,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2458,0,0,624,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,12003,1200302,31895,GTF,"Great Falls, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2470,0,0,411,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,2017,2,6,1,F
2486,1529,1008,1069,DL,19790,19790,1260,D,DL,Delta Air Lines Inc.,3,3,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
2489,0,0,721,AA,19805,19805,0A050,D,AA,American Airlines Inc.,3,3,11503,1150303,31503,EGE,"Eagle, CO",CO,8,Colorado,82,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2017,2,6,2,F
2498,0,0,423,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13029,1302902,33029,LNK,"Lincoln, NE",NE,31,Nebraska,65,2017,2,6,1,F
2502,0,0,349,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,2017,2,6,1,F
2522,0,0,406,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,12441,1244102,32441,JAC,"Jackson, WY",WY,56,Wyoming,88,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2533,0,0,771,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12992,1299204,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71,2017,2,6,2,F
2544,0,0,516,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,10627,1062702,30627,BIS,"Bismarck/Mandan, ND",ND,38,North Dakota,66,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2553,0,0,420,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12278,1227803,30928,ICT,"Wichita, KS",KS,20,Kansas,62,2017,2,6,1,F
2555,42,0,1015,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
2567,0,0,303,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14674,1467402,34674,SAF,"Santa Fe, NM",NM,35,New Mexico,86,2017,2,6,1,F
2581,0,0,679,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13486,1348602,33486,MSO,"Missoula, MT",MT,30,Montana,84,2017,2,6,2,F
2586,0,0,212,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11921,1192102,31921,GJT,"Grand Junction, CO",CO,8,Colorado,82,2017,2,6,1,F
2588,0,0,776,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14262,1426204,34262,PSP,"Palm Springs, CA",CA,6,California,91,2017,2,6,2,F
2591,0,0,850,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2595,0,0,852,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,14252,1425202,34252,PSC,"Pasco/Kennewick/Richland, WA",WA,53,Washington,93,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2598,0,0,692,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,2017,2,6,2,F
2600,0,0,212,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11921,1192102,31921,GJT,"Grand Junction, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2603,0,0,411,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,2017,2,6,1,F
2612,0,0,826,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2617,262,0,1482,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,2017,2,6,3,F
2622,0,0,1199,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,2017,2,6,3,F
2625,0,0,303,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,14674,1467402,34674,SAF,"Santa Fe, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2637,0,0,834,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,12892,1289205,32575,LAX,"Los Angeles, CA",CA,6,California,91,2017,2,6,2,F
2640,0,0,770,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,2017,2,6,2,F
2645,0,0,517,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14794,1479403,34794,SGU,"St. George, UT",UT,49,Utah,87,2017,2,6,2,F
2648,5698,27969,391,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,2017,2,6,1,F
2651,0,0,737,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,12892,1289205,32575,LAX,"Los Angeles, CA",CA,6,California,91,10372,1037203,30372,ASE,"Aspen, CO",CO,8,Colorado,82,2017,2,6,2,F
2652,0,0,533,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,2017,2,6,2,F
2660,0,0,517,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,14794,1479403,34794,SGU,"St. George, UT",UT,49,Utah,87,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2673,87,0,964,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,13264,1326403,33264,MFR,"Medford, OR",OR,41,Oregon,92,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2682,0,0,692,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2700,0,0,300,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,14457,1445702,34457,RAP,"Rapid City, SD",SD,46,South Dakota,67,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2708,1156,1445,770,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,2017,2,6,2,F
2709,366,0,964,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13264,1326403,33264,MFR,"Medford, OR",OR,41,Oregon,92,2017,2,6,2,F
2726,0,0,826,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,2017,2,6,2,F
2738,0,0,776,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,14262,1426204,34262,PSP,"Palm Springs, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
2769,0,0,406,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12441,1244102,32441,JAC,"Jackson, WY",WY,56,Wyoming,88,2017,2,6,1,F
2780,0,0,627,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11637,1163703,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,2017,2,6,2,F
2799,116,0,1482,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
2841,0,0,551,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,2017,2,6,2,F
2854,0,0,212,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11921,1192102,31921,GJT,"Grand Junction, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2878,0,0,770,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,2017,2,6,2,F
2878,0,0,1013,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10372,1037203,30372,ASE,"Aspen, CO",CO,8,Colorado,82,2017,2,6,3,F
2893,0,0,516,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10627,1062702,30627,BIS,"Bismarck/Mandan, ND",ND,38,North Dakota,66,2017,2,6,2,F
2911,0,0,624,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12003,1200302,31895,GTF,"Great Falls, MT",MT,30,Montana,84,2017,2,6,2,F
2913,0,0,483,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,South Dakota,67,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2918,0,0,898,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14489,1448902,34489,RDM,"Bend/Redmond, OR",OR,41,Oregon,92,2017,2,6,2,F
2931,0,0,196,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,13502,1350202,33502,MTJ,"Montrose/Delta, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
2938,0,0,1520,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,2017,2,6,4,F
2939,121,0,495,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,2017,2,6,1,F
2946,0,0,551,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,2017,2,6,2,F
2983,0,0,483,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,South Dakota,67,2017,2,6,1,F
3000,0,0,300,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14457,1445702,34457,RAP,"Rapid City, SD",SD,46,South Dakota,67,2017,2,6,1,F
