PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,AIRLINE_ID,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
255,0,0,641,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2017,2,6,2,F
256,0,0,794,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,2017,2,6,2,F
264,0,0,563,WN,19393,19393,6725,D,WN,Southwest Airlines Co.,3,3,13158,1315803,33158,MAF,"Midland/Odessa, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
264,0,0,283,4B,21599,21599,1177,D,4B,Boutique Air,1,6,11092,1109202,31092,CNY,"Moab, UT",UT,49,Utah,87,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
265,0,0,349,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,2017,2,6,1,F
272,0,0,1015,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,2017,2,6,3,F
274,0,0,641,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
277,0,0,680,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,2017,2,6,2,F
280,0,0,1607,WN,19393,19393,6725,D,WN,Southwest Airlines Co.,3,3,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,4,F
281,0,0,692,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,2017,2,6,2,F
290,0,0,692,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
293,0,0,680,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
294,0,0,483,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,South Dakota,67,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
298,0,0,141,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12094,1209402,34699,HDN,"Hayden, CO",CO,8,Colorado,82,2017,2,6,1,F
308,0,0,1199,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,2017,2,6,3,F
308,0,0,665,1AQ,21477,21477,1158,D,1AQ,Via Airlines d/b/a Charter Air Transport,1,6,10643,1064301,30643,BKG,"Branson, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
308,0,0,977,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,2017,2,6,2,F
310,0,0,1782,WN,19393,19393,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14321,1432103,34321,PWM,"Portland, ME",ME,23,Maine,12,2017,2,6,4,F
313,0,0,289,ZK,20358,20358,6932,D,ZK,Great Lakes Airlines,1,6,11711,1171102,31711,FMN,"Farmington, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
316,0,0,1576,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15356,1535602,35356,TTN,"Trenton, NJ",NJ,34,New Jersey,21,2017,2,6,4,F
319,0,0,289,ZK,20358,20358,6932,D,ZK,Great Lakes Airlines,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11711,1171102,31711,FMN,"Farmington, NM",NM,35,New Mexico,86,2017,2,6,1,F
328,0,0,977,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
329,0,0,150,KS,20225,20225,6975,D,KS,Peninsula Airways Inc.,1,5,10558,1055803,30558,BFF,"Scottsbluff, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
330,0,0,1576,F9,20436,20436,6460,D,F9,Frontier Airlines Inc.,3,3,15356,1535602,35356,TTN,"Trenton, NJ",NJ,34,New Jersey,21,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,4,F
331,0,0,770,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
331,0,0,150,KS,20225,20225,6975,D,KS,Peninsula Airways Inc.,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10558,1055803,30558,BFF,"Scottsbluff, NE",NE,31,Nebraska,65,2017,2,6,1,F
332,0,0,1081,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13502,1350202,33502,MTJ,"Montrose/Delta, CO",CO,8,Colorado,82,2017,2,6,3,F
339,0,0,794,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,2017,2,6,2,F
344,0,0,665,1AQ,21477,21477,1158,D,1AQ,Via Airlines d/b/a Charter Air Transport,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10643,1064301,30643,BKG,"Branson, MO",MO,29,Missouri,64,2017,2,6,2,F
344,0,0,141,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,12094,1209402,34699,HDN,"Hayden, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
345,0,0,259,4B,21599,21599,1177,D,4B,Boutique Air,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15582,1558202,35582,VEL,"Vernal, UT",UT,49,Utah,87,2017,2,6,1,F
349,0,0,1081,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,13502,1350202,33502,MTJ,"Montrose/Delta, CO",CO,8,Colorado,82,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2017,2,6,3,F
351,0,0,296,ZK,20358,20358,6932,D,ZK,Great Lakes Airlines,1,6,14534,1453402,34534,RIW,"Riverton/Lander, WY",WY,56,Wyoming,88,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
356,0,0,259,4B,21599,21599,1177,D,4B,Boutique Air,1,6,15582,1558202,35582,VEL,"Vernal, UT",UT,49,Utah,87,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
365,0,0,1201,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11042,1104203,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,2017,2,6,3,F
371,0,0,152,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12012,1201203,32012,GUC,"Gunnison, CO",CO,8,Colorado,82,2017,2,6,1,F
382,0,0,296,ZK,20358,20358,6932,D,ZK,Great Lakes Airlines,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14534,1453402,34534,RIW,"Riverton/Lander, WY",WY,56,Wyoming,88,2017,2,6,1,F
387,0,0,872,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,2017,2,6,2,F
390,0,0,680,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
397,0,0,1024,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14730,1473003,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,2017,2,6,3,F
400,0,0,641,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2017,2,6,2,F
403,0,0,541,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2017,2,6,2,F
409,0,0,1620,NK,20416,20416,6830,D,NK,Spirit Air Lines,3,3,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,4,F
412,0,0,1337,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,2017,2,6,3,F
414,0,0,692,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,2017,2,6,2,F
421,0,0,1201,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11042,1104203,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
421,0,0,1199,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,2017,2,6,3,F
422,0,0,541,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
422,0,0,228,KS,20225,20225,6975,D,KS,Peninsula Airways Inc.,1,5,12899,1289902,32899,LBF,"North Platte, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
435,0,0,228,KS,20225,20225,6975,D,KS,Peninsula Airways Inc.,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12899,1289902,32899,LBF,"North Platte, NE",NE,31,Nebraska,65,2017,2,6,1,F
436,0,0,1729,WN,19393,19393,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13296,1329604,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,2017,2,6,4,F
444,102,0,1023,WN,19393,19393,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12206,1220603,32206,HRL,"Harlingen/San Benito, TX",TX,48,Texas,74,2017,2,6,3,F
450,0,0,1162,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,15412,1541203,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
452,0,0,472,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,2017,2,6,1,F
453,0,0,1162,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15412,1541203,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,2017,2,6,3,F
459,0,0,1199,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
463,0,0,1491,NK,20416,20416,6830,D,NK,Spirit Air Lines,3,3,10821,1082104,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
480,0,0,1482,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
489,0,0,1482,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,2017,2,6,3,F
501,0,0,752,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,13367,1336703,33367,MLI,"Moline, IL",IL,17,Illinois,41,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
503,0,0,1015,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,2017,2,6,3,F
503,0,0,1337,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
506,0,0,179,4B,21599,21599,1177,D,4B,Boutique Air,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10272,1027203,30272,ALS,"Alamosa, CO",CO,8,Colorado,82,2017,2,6,1,F
512,0,0,221,4B,21599,21599,1177,D,4B,Boutique Air,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10925,1092502,30925,CDR,"Chadron, NE",NE,31,Nebraska,65,2017,2,6,1,F
519,0,0,221,4B,21599,21599,1177,D,4B,Boutique Air,1,6,10925,1092502,30925,CDR,"Chadron, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
520,0,0,637,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,14783,1478302,34783,SGF,"Springfield, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
523,0,0,1201,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11042,1104203,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,2017,2,6,3,F
525,0,0,1014,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
530,0,0,179,4B,21599,21599,1177,D,4B,Boutique Air,1,6,10272,1027203,30272,ALS,"Alamosa, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
530,5135,0,563,WN,19393,19393,6725,D,WN,Southwest Airlines Co.,3,3,11540,1154003,30615,ELP,"El Paso, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
533,0,0,638,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11447,1144703,31447,DVL,"Devils Lake, ND",ND,38,North Dakota,66,2017,2,6,2,F
533,0,0,770,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
550,130,0,1069,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
553,0,0,277,4B,21599,21599,1177,D,4B,Boutique Air,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10950,1095002,30950,CEZ,"Cortez, CO",CO,8,Colorado,82,2017,2,6,1,F
565,0,0,616,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15919,1591902,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71,2017,2,6,2,F
569,0,0,616,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,15919,1591902,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
578,0,0,277,4B,21599,21599,1177,D,4B,Boutique Air,1,6,10950,1095002,30950,CEZ,"Cortez, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
589,90,0,1069,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2017,2,6,3,F
596,0,0,692,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
600,0,0,305,KS,20225,20225,6975,D,KS,Peninsula Airways Inc.,1,5,11468,1146802,31468,EAR,"Kearney, NE",NE,31,Nebraska,65,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
605,0,0,752,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13367,1336703,33367,MLI,"Moline, IL",IL,17,Illinois,41,2017,2,6,2,F
616,1725,0,2733,WN,19393,19393,6725,D,WN,Southwest Airlines Co.,3,3,14843,1484304,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,6,F
623,0,0,638,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11447,1144703,31447,DVL,"Devils Lake, ND",ND,38,North Dakota,66,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
637,0,0,624,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12003,1200302,31895,GTF,"Great Falls, MT",MT,30,Montana,84,2017,2,6,2,F
638,0,0,3414,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2,2017,2,6,7,F
642,0,0,752,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13367,1336703,33367,MLI,"Moline, IL",IL,17,Illinois,41,2017,2,6,2,F
642,0,0,3414,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,7,F
645,0,0,305,KS,20225,20225,6975,D,KS,Peninsula Airways Inc.,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11468,1146802,31468,EAR,"Kearney, NE",NE,31,Nebraska,65,2017,2,6,1,F
653,204,0,1476,WN,19393,19393,6725,D,WN,Southwest Airlines Co.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11278,1127803,30852,DCA,"Washington, DC",VA,51,Virginia,38,2017,2,6,3,F
670,0,0,809,YX,20452,20452,6003,D,YX,Republic Airlines,2,2,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,2017,2,6,2,F
677,0,0,589,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11423,1142304,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
679,0,0,752,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13367,1336703,33367,MLI,"Moline, IL",IL,17,Illinois,41,2017,2,6,2,F
690,0,0,1154,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,2017,2,6,3,F
696,0,0,848,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,10372,1037203,30372,ASE,"Aspen, CO",CO,8,Colorado,82,14771,1477102,32457,SFO,"San Francisco, CA",CA,6,California,91,2017,2,6,2,F
701,89,0,850,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,2017,2,6,2,F
707,0,0,624,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,12003,1200302,31895,GTF,"Great Falls, MT",MT,30,Montana,84,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
708,0,0,771,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,12992,1299204,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
724,0,0,1154,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,3,F
740,242,0,639,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,2017,2,6,2,F
749,0,0,872,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
761,0,0,794,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
769,0,0,73,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,2017,2,6,1,F
776,0,0,794,G7,20500,20500,7041,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,2017,2,6,2,F
787,0,0,298,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,12255,1225502,32255,HYS,"Hays, KS",KS,20,Kansas,62,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
801,0,0,73,AX,20237,20237,6904,D,AX,Trans States Airlines,1,5,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,1,F
818,0,0,383,ZK,20358,20358,6932,D,ZK,Great Lakes Airlines,1,6,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14877,1487704,34877,SLN,"Salina, KS",KS,20,Kansas,62,2017,2,6,1,F
824,0,0,573,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,12519,1251902,32519,JMS,"Jamestown, ND",ND,38,North Dakota,66,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
828,0,0,298,OO,20304,20304,6700,D,OO,SkyWest Airlines Inc.,3,3,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12255,1225502,32255,HYS,"Hays, KS",KS,20,Kansas,62,2017,2,6,1,F
847,34,0,639,UA,19977,19977,0A875,D,UA,United Air Lines Inc.,3,3,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2017,2,6,2,F
